iter	Passed	Remaining
3228	46517	97544
3229	46526	97517
3230	46534	97490
3231	46544	97466
3232	46553	97440
3233	46563	97418
3234	46573	97393
3235	46585	97374
3236	46595	97350
3237	46607	97330
3238	46615	97303
3239	46628	97286
3240	46637	97260
3241	46647	97237
3242	46656	97211
3243	46666	97187
3244	46673	97159
3245	46684	97137
3246	46693	97110
3247	46703	97088
3248	46712	97063
3249	46722	97038
3250	46731	97014
3251	46740	96987
3252	46748	96960
3253	46758	96937
3254	46767	96912
3255	46776	96885
3256	46785	96861
3257	46795	96836
3258	46803	96809
3259	46810	96779
3260	46819	96755
3261	46828	96729
3262	46837	96704
3263	46845	96675
3264	46855	96653
3265	46863	96625
3266	46871	96598
3267	46882	96577
3268	46891	96550
3269	46900	96526
3270	46910	96503
3271	46921	96481
3272	46929	96454
3273	46941	96434
3274	46950	96409
3275	46959	96385
3276	46967	96358
3277	46976	96331
3278	46984	96305
3279	46994	96281
3280	47004	96258
3281	47013	96232
3282	47021	96205
3283	47030	96179
3284	47039	96154
3285	47047	96127
3286	47057	96104
3287	47066	96079
3288	47077	96058
3289	47086	96034
3290	47097	96012
3291	47107	95989
3292	47121	95975
3293	47133	95955
3294	47142	95930
3295	47154	95910
3296	47162	95883
3297	47173	95863
3298	47183	95839
3299	47191	95812
3300	47199	95785
3301	47217	95779
3302	47225	95752
3303	47237	95734
3304	47248	95711
3305	47256	95685
3306	47265	95660
3307	47275	95636
3308	47282	95608
3309	47291	95582
3310	47298	95554
3311	47307	95528
3312	47316	95503
3313	47323	95475
3314	47332	95449
3315	47340	95423
3316	47350	95401
3317	47359	95375
3318	47368	95350
3319	47377	95325
3320	47384	95296
3321	47395	95275
3322	47454	95351
3323	47517	95434
3324	47528	95413
3325	47536	95386
3326	47544	95361
3327	47554	95336
3328	47565	95317
3329	47574	95291
3330	47587	95274
3331	47599	95255
3332	47610	95235
3333	47619	95209
3334	47630	95188
3335	47640	95166
3336	47650	95143
3337	47658	95116
3338	47669	95095
3339	47677	95069
3340	47686	95045
3341	47695	95019
3342	47704	94995
3343	47713	94969
3344	47721	94944
3345	47732	94922
3346	47741	94897
3347	47751	94875
3348	47760	94850
3349	47771	94829
3350	47779	94802
3351	47787	94776
3352	47797	94753
3353	47806	94730
3354	47815	94704
3355	47825	94681
3356	47832	94653
3357	47839	94624
3358	47848	94600
3359	47856	94574
3360	47866	94550
3361	47874	94524
3362	47882	94497
3363	47891	94474
3364	47900	94448
3365	47909	94423
3366	47916	94395
3367	47927	94374
3368	47936	94349
3369	47946	94328
3370	47954	94302
3371	47965	94280
3372	47972	94253
3373	47982	94229
3374	47990	94203
3375	47998	94177
3376	48008	94154
3377	48017	94130
3378	48026	94106
3379	48036	94084
3380	48046	94059
3381	48055	94035
3382	48065	94014
3383	48077	93994
3384	48128	94052
3385	48248	94244
3386	48266	94237
3387	48283	94229
3388	48297	94215
3389	48309	94197
3390	48322	94179
3391	48332	94156
3392	48343	94136
3393	48349	94106
3394	48357	94080
3395	48366	94055
3396	48374	94028
3397	48386	94010
3398	48394	93983
3399	48402	93958
3400	48413	93937
3401	48430	93927
3402	48443	93911
3403	48454	93891
3404	48464	93869
3405	48475	93848
3406	48482	93820
3407	48492	93797
3408	48500	93771
3409	48509	93747
3410	48519	93724
3411	48528	93700
3412	48538	93677
3413	48549	93658
3414	48559	93635
3415	48569	93612
3416	48578	93588
3417	48591	93571
3418	48601	93550
3419	48610	93525
3420	48618	93499
3421	48627	93475
3422	48639	93455
3423	48656	93447
3424	48665	93423
3425	48675	93401
3426	48686	93380
3427	48696	93359
3428	48705	93334
3429	48715	93312
3430	48724	93288
3431	48735	93267
3432	48743	93242
3433	48753	93219
3434	48761	93192
3435	48771	93170
3436	48779	93144
3437	48787	93120
3438	48797	93097
3439	48807	93075
3440	48816	93049
3441	48824	93024
3442	48834	93002
3443	48841	92974
3444	48850	92950
3445	48857	92923
3446	48865	92896
3447	48875	92875
3448	48885	92852
3449	48893	92827
3450	48902	92803
3451	48910	92777
3452	48919	92752
3453	48930	92732
3454	48938	92707
3455	48947	92683
3456	48956	92659
3457	48964	92633
3458	48975	92613
3459	48984	92588
3460	48993	92564
3461	49000	92537
3462	49011	92516
3463	49022	92497
3464	49030	92472
3465	49039	92448
3466	49049	92425
3467	49056	92399
3468	49068	92380
3469	49081	92363
3470	49094	92346
3471	49105	92328
3472	49115	92304
3473	49126	92285
3474	49138	92266
3475	49148	92244
3476	49157	92222
3477	49168	92200
3478	49176	92176
3479	49186	92153
3480	49196	92131
3481	49205	92109
3482	49213	92083
3483	49223	92061
3484	49231	92034
3485	49238	92008
3486	49249	91988
3487	49258	91964
3488	49267	91941
3489	49274	91914
3490	49284	91891
3491	49292	91865
3492	49304	91847
3493	49312	91823
3494	49323	91802
3495	49332	91778
3496	49341	91755
3497	49348	91728
3498	49355	91701
3499	49364	91676
3500	49382	91670
3501	49432	91722
3502	49448	91711
3503	49465	91702
3504	49475	91681
3505	49488	91665
3506	49502	91650
3507	49511	91627
3508	49522	91607
3509	49533	91586
3510	49543	91566
3511	49555	91547
3512	49568	91531
3513	49577	91508
3514	49589	91490
3515	49601	91471
3516	49609	91447
3517	49620	91426
3518	49629	91403
3519	49637	91378
3520	49644	91350
3521	49652	91325
3522	49661	91302
3523	49672	91282
3524	49682	91260
3525	49691	91237
3526	49701	91214
3527	49710	91192
3528	49719	91169
3529	49728	91145
3530	49739	91125
3531	49745	91097
3532	49755	91074
3533	49764	91051
3534	49773	91028
3535	49782	91005
3536	49790	90980
3537	49800	90958
3538	49808	90933
3539	49817	90909
3540	49826	90886
3541	49836	90865
3542	49846	90842
3543	49855	90819
3544	49864	90796
3545	49873	90773
3546	49881	90749
3547	49890	90725
3548	49899	90701
3549	49909	90680
3550	49917	90656
3551	49926	90632
3552	49935	90608
3553	49943	90584
3554	49953	90562
3555	49962	90538
3556	49972	90517
3557	49981	90494
3558	49991	90474
3559	49998	90446
3560	50007	90424
3561	50015	90399
3562	50027	90380
3563	50034	90354
3564	50045	90333
3565	50054	90312
3566	50068	90296
3567	50078	90275
3568	50088	90255
3569	50096	90230
3570	50109	90214
3571	50119	90193
3572	50130	90172
3573	50139	90150
3574	50149	90127
3575	50158	90106
3576	50169	90085
3577	50177	90060
3578	50186	90038
3579	50193	90012
3580	50201	89987
3581	50212	89967
3582	50219	89941
3583	50228	89918
3584	50238	89896
3585	50247	89874
3586	50256	89850
3587	50265	89828
3588	50275	89807
3589	50285	89785
3590	50293	89761
3591	50302	89738
3592	50309	89711
3593	50318	89688
3594	50327	89665
3595	50336	89642
3596	50348	89624
3597	50358	89604
3598	50368	89582
3599	50377	89560
3600	50388	89541
3601	50408	89537
3602	50423	89524
3603	50433	89504
3604	50444	89485
3605	50458	89470
3606	50481	89472
3607	50505	89476
3608	50533	89486
3609	50559	89493
3610	50580	89492
3611	50589	89470
3612	50602	89453
3613	50611	89431
3614	50623	89413
3615	50633	89392
3616	50646	89376
3617	50655	89353
3618	50663	89330
3619	50672	89306
3620	50682	89285
3621	50692	89265
3622	50701	89242
3623	50709	89218
3624	50719	89196
3625	50727	89172
3626	50737	89151
3627	50744	89125
3628	50753	89102
3629	50762	89078
3630	50770	89054
3631	50780	89033
3632	50787	89007
3633	50797	88985
3634	50804	88960
3635	50811	88934
3636	50820	88911
3637	50830	88890
3638	50840	88869
3639	50852	88852
3640	50861	88830
3641	50871	88808
3642	50879	88784
3643	50887	88759
3644	50896	88736
3645	50903	88711
3646	50915	88693
3647	50926	88674
3648	50935	88652
3649	50943	88627
3650	50952	88604
3651	50960	88580
3652	50969	88559
3653	50979	88537
3654	50989	88516
3655	50999	88495
3656	51010	88476
3657	51017	88451
3658	51027	88429
3659	51037	88409
3660	51051	88395
3661	51062	88376
3662	51072	88355
3663	51080	88331
3664	51091	88312
3665	51099	88287
3666	51107	88264
3667	51118	88244
3668	51126	88220
3669	51137	88202
3670	51146	88178
3671	51157	88159
3672	51163	88133
3673	51174	88114
3674	51185	88094
3675	51195	88073
3676	51204	88051
3677	51213	88029
3678	51222	88006
3679	51232	87986
3680	51240	87961
3681	51249	87939
3682	51258	87916
3683	51266	87893
3684	51273	87867
3685	51281	87843
3686	51293	87825
3687	51302	87803
3688	51311	87781
3689	51319	87757
3690	51329	87737
3691	51339	87717
3692	51349	87696
3693	51359	87675
3694	51369	87655
3695	51377	87631
3696	51387	87609
3697	51394	87585
3698	51403	87562
3699	51412	87540
3700	51420	87516
3701	51439	87511
3702	51449	87490
3703	51460	87471
3704	51470	87450
3705	51478	87426
3706	51488	87406
3707	51496	87382
3708	51507	87364
3709	51517	87343
3710	51528	87324
3711	51540	87307
3712	51551	87288
3713	51560	87266
3714	51569	87245
3715	51577	87221
3716	51588	87202
3717	51596	87178
3718	51605	87156
3719	51613	87132
3720	51624	87114
3721	51634	87093
3722	51643	87071
3723	51652	87048
3724	51661	87026
3725	51670	87004
3726	51680	86985
3727	51690	86963
3728	51698	86940
3729	51707	86918
3730	51716	86896
3731	51726	86876
3732	51733	86850
3733	51742	86828
3734	51752	86808
3735	51760	86784
3736	51770	86763
3737	51781	86745
3738	51791	86726
3739	51805	86711
3740	51817	86694
3741	51832	86682
3742	51845	86667
3743	51853	86644
3744	51865	86627
3745	51874	86604
3746	51884	86585
3747	51893	86562
3748	51902	86541
3749	51911	86519
3750	51922	86500
3751	51932	86479
3752	51942	86459
3753	51959	86451
3754	51971	86434
3755	51981	86415
3756	51994	86399
3757	52008	86384
3758	52019	86367
3759	52032	86352
3760	52044	86334
3761	52054	86314
3762	52064	86293
3763	52071	86269
3764	52082	86251
3765	52091	86228
3766	52100	86206
3767	52109	86185
3768	52120	86167
3769	52128	86142
3770	52138	86123
3771	52146	86100
3772	52157	86080
3773	52166	86058
3774	52176	86038
3775	52183	86014
3776	52192	85992
3777	52202	85972
3778	52211	85950
3779	52221	85929
3780	52231	85910
3781	52239	85887
3782	52253	85873
3783	52264	85855
3784	52275	85836
3785	52288	85820
3786	52297	85799
3787	52305	85777
3788	52315	85756
3789	52323	85732
3790	52331	85710
3791	52340	85687
3792	52348	85665
3793	52359	85646
3794	52367	85623
3795	52375	85599
3796	52384	85578
3797	52395	85559
3798	52402	85534
3799	52410	85511
3800	52417	85487
3801	52432	85475
3802	52445	85460
3803	52456	85441
3804	52465	85420
3805	52474	85399
3806	52482	85375
3807	52494	85358
3808	52505	85340
3809	52517	85323
3810	52528	85305
3811	52539	85287
3812	52549	85267
3813	52563	85253
3814	52574	85235
3815	52583	85213
3816	52594	85195
3817	52602	85171
3818	52612	85152
3819	52622	85133
3820	52632	85112
3821	52639	85087
3822	52649	85067
3823	52656	85043
3824	52667	85025
3825	52675	85002
3826	52684	84981
3827	52692	84957
3828	52701	84936
3829	52711	84917
3830	52720	84894
3831	52731	84876
3832	52739	84854
3833	52750	84835
3834	52761	84818
3835	52769	84795
3836	52780	84775
3837	52790	84756
3838	52798	84733
3839	52809	84715
3840	52821	84698
3841	52830	84676
3842	52840	84656
3843	52849	84636
3844	52863	84623
3845	52872	84600
3846	52879	84577
3847	52890	84559
3848	52899	84537
3849	52910	84518
3850	52918	84496
3851	52927	84475
3852	52937	84455
3853	52946	84434
3854	52956	84413
3855	52967	84396
3856	52979	84379
3857	52988	84359
3858	53001	84344
3859	53010	84322
3860	53022	84305
3861	53035	84291
3862	53047	84274
3863	53057	84255
3864	53066	84233
3865	53074	84210
3866	53084	84191
3867	53093	84170
3868	53104	84151
3869	53113	84130
3870	53124	84112
3871	53133	84090
3872	53144	84072
3873	53152	84050
3874	53165	84035
3875	53172	84011
3876	53184	83994
3877	53194	83975
3878	53203	83954
3879	53211	83930
3880	53218	83907
3881	53227	83885
3882	53236	83864
3883	53244	83843
3884	53253	83821
3885	53263	83802
3886	53272	83780
3887	53282	83761
3888	53290	83738
3889	53300	83718
3890	53309	83697
3891	53329	83693
3892	53339	83674
3893	53356	83666
3894	53365	83645
3895	53376	83627
3896	53384	83604
3897	53394	83584
3898	53402	83561
3899	53409	83538
3900	53419	83518
3901	53438	83512
3902	53448	83493
3903	53458	83474
3904	53468	83455
3905	53479	83437
3906	53490	83418
3907	53505	83407
3908	53517	83391
3909	53527	83371
3910	53536	83350
3911	53545	83329
3912	53564	83323
3913	53577	83309
3914	53589	83292
3915	53600	83274
3916	53607	83250
3917	53617	83231
3918	53625	83209
3919	53636	83191
3920	53646	83171
3921	53656	83152
3922	53665	83131
3923	53675	83111
3924	53682	83088
3925	53692	83069
3926	53702	83049
3927	53712	83029
3928	53720	83007
3929	53728	82984
3930	53737	82964
3931	53744	82940
3932	53754	82921
3933	53761	82897
3934	53771	82878
3935	53779	82855
3936	53787	82832
3937	53796	82811
3938	53805	82791
3939	53815	82771
3940	53823	82750
3941	53833	82730
3942	53842	82709
3943	53853	82691
3944	53862	82671
3945	53871	82650
3946	53880	82628
3947	53889	82609
3948	53899	82589
3949	53909	82570
3950	53918	82548
3951	53927	82528
3952	53936	82508
3953	53947	82490
3954	53955	82467
3955	53971	82457
3956	53980	82437
3957	53992	82420
3958	54004	82404
3959	54016	82388
3960	54027	82370
3961	54036	82349
3962	54047	82332
3963	54054	82309
3964	54065	82291
3965	54073	82269
3966	54081	82247
3967	54092	82229
3968	54100	82207
3969	54110	82187
3970	54117	82163
3971	54126	82143
3972	54134	82121
3973	54144	82101
3974	54153	82081
3975	54163	82062
3976	54172	82041
3977	54182	82022
3978	54191	82002
3979	54200	81981
3980	54208	81959
3981	54217	81938
3982	54227	81920
3983	54236	81899
3984	54245	81878
3985	54253	81856
3986	54263	81837
3987	54272	81816
3988	54282	81797
3989	54292	81778
3990	54302	81759
3991	54311	81738
3992	54319	81717
3993	54328	81697
3994	54337	81675
3995	54346	81656
3996	54355	81634
3997	54366	81617
3998	54375	81596
3999	54383	81575
4000	54392	81555
4001	54409	81546
4002	54421	81530
4003	54437	81520
4004	54449	81503
4005	54462	81489
4006	54470	81468
4007	54480	81448
4008	54491	81431
4009	54500	81411
4010	54510	81392
4011	54521	81374
4012	54530	81354
4013	54544	81340
4014	54553	81320
4015	54563	81301
4016	54572	81281
4017	54583	81264
4018	54591	81242
4019	54601	81222
4020	54609	81201
4021	54619	81182
4022	54630	81164
4023	54640	81145
4024	54648	81124
4025	54658	81105
4026	54666	81083
4027	54676	81064
4028	54685	81044
4029	54697	81027
4030	54704	81005
4031	54713	80984
4032	54722	80963
4033	54730	80942
4034	54740	80924
4035	54747	80901
4036	54758	80882
4037	54765	80860
4038	54775	80840
4039	54787	80824
4040	54797	80806
4041	54808	80788
4042	54819	80771
4043	54828	80750
4044	54837	80730
4045	54846	80710
4046	54856	80691
4047	54865	80672
4048	54875	80653
4049	54884	80632
4050	54893	80613
4051	54901	80590
4052	54909	80569
4053	54917	80547
4054	54924	80524
4055	54934	80505
4056	54942	80483
4057	54956	80470
4058	54965	80450
4059	54976	80433
4060	54989	80419
4061	55000	80402
4062	55010	80382
4063	55018	80362
4064	55029	80345
4065	55038	80323
4066	55046	80303
4067	55056	80283
